,Low,High,Close,perc_from_high
CTRA,14.420000076293945,22.770000457763672,22.200000762939453,-2.503292417062167
CB,145.10000610351562,201.19000244140625,196.25999450683594,-2.4504239150780407
DOV,116.48999786376953,182.9199981689453,178.47999572753906,-2.4272919778325464
WELL,59.790000915527344,89.68000030517578,87.51000213623047,-2.419712490589804
CL,74.41999816894531,85.51000213623047,83.44999694824219,-2.4090809689214825
CHRW,85.55999755859375,110.94999694824219,108.29000091552734,-2.3974728308967177
CTVA,38.349998474121094,49.790000915527344,48.599998474121094,-2.3900430197323814
LNC,45.4900016784668,76.12999725341797,74.31999969482422,-2.3775090291527463
FCX,25.790000915527344,45.150001525878906,44.08000183105469,-2.369877427824494
TER,104.19999694824219,168.55999755859375,164.57000732421875,-2.3671038752762352
STZ,209.0800018310547,254.60000610351562,248.63999938964844,-2.340929525132831
HIG,47.970001220703125,74.0999984741211,72.44999694824219,-2.226722752842104
BSX,35.27000045776367,45.880001068115234,44.86000061035156,-2.2231918788522687
ETN,114.86000061035156,174.66000366210938,170.9199981689453,-2.1413062033362458
EXPE,123.20999908447266,188.42999267578125,184.39999389648438,-2.1387246913664226
PH,249.9199981689453,334.0,326.92999267578125,-2.1167686599457336
IPG,23.139999389648438,38.880001068115234,38.060001373291016,-2.109052655085149
AEE,70.2699966430664,89.9800033569336,88.08999633789062,-2.100474492699972
WAB,72.05999755859375,97.69999694824219,95.69999694824219,-2.047082970800424
TXT,45.2599983215332,78.25,76.66000366210938,-2.0319442017771565
HPQ,24.110000610351562,39.20000076293945,38.41999816894531,-1.9898024969723274
EMN,98.3499984741211,130.02999877929688,127.54000091552734,-1.9149410806316058
PNC,143.52000427246094,226.4499969482422,222.1999969482422,-1.876794019551869
HWM,23.600000381469727,35.72999954223633,35.06999969482422,-1.847186834222949
TRV,134.52999877929688,166.24000549316406,163.2100067138672,-1.8226652304949975
HCA,157.02000427246094,261.6400146484375,257.0,-1.7734346386856121
CNP,19.440000534057617,28.09000015258789,27.610000610351562,-1.7087915259128486
WY,31.190000534057617,41.65999984741211,40.97999954223633,-1.632261900303445
DD,67.3499984741211,86.36000061035156,84.97000122070312,-1.6095407362489353
PPL,26.190000534057617,30.459999084472656,29.969999313354492,-1.6086664013327145
GPC,93.87999725341797,140.33999633789062,138.11000061035156,-1.5889951444561796
EQR,57.04999923706055,92.25,90.83000183105469,-1.5392934080707994
ITW,194.2100067138672,247.5800018310547,243.83999633789062,-1.5106250365553324
D,68.0,80.37000274658203,79.16999816894531,-1.4931000829009582
CERN,68.22000122070312,93.19000244140625,92.20999908447266,-1.051618554844203
O,55.988372802734375,72.25,71.5,-1.0380622837370241
ABBV,102.30000305175781,137.2899932861328,135.8699951171875,-1.034305658378047
RJF,62.686668395996094,109.56999969482422,108.44000244140625,-1.03130168528361
K,56.86000061035156,68.20999908447266,67.52999877929688,-0.9969217333277707
KMB,128.3300018310547,144.58999633789062,143.1999969482422,-0.9613385606568277
AAP,147.92999267578125,241.91000366210938,239.60000610351562,-0.9548995591849382
WMB,20.049999237060547,29.549999237060547,29.290000915527344,-0.8798589788358525
KIM,14.329999923706055,25.229999542236328,25.010000228881836,-0.8719750984783092
NOC,286.6099853515625,406.6199951171875,403.45001220703125,-0.779593465206418
WRB,61.63999938964844,86.23999786376953,85.58999633789062,-0.7537123631492804
KR,31.520000457763672,49.47999954223633,49.119998931884766,-0.7275679338765243
MKC,78.0999984741211,96.91999816894531,96.3499984741211,-0.5881136046150438
ATO,84.61000061035156,106.5999984741211,106.05000305175781,-0.5159431803339113
BXP,89.58999633789062,125.70999908447266,125.08000183105469,-0.5011512672071797
GL,85.26000213623047,106.48999786376953,105.97000122070312,-0.48830561883532697
BDX,235.8300018310547,263.69000244140625,262.6199951171875,-0.4057822876529091
QCOM,122.94999694824219,189.27999877929688,188.69000244140625,-0.31170559049853386
PGR,85.12999725341797,110.0,109.75,-0.22727272727272727
ABC,96.5,136.4499969482422,136.1999969482422,-0.1832172998104421
CE,119.37000274658203,173.82000732421875,173.52999877929688,-0.1668441679334042
SBNY,135.2899932861328,366.0,365.3900146484375,-0.16666266436133878
AEP,74.8499984741211,91.08000183105469,90.9800033569336,-0.10979191053002177
SEE,41.900001525878906,67.7699966430664,67.69999694824219,-0.10329009634292266
BK,39.81999969482422,63.650001525878906,63.599998474121094,-0.07855938815253946
NTAP,61.08000183105469,95.4800033569336,95.41000366210938,-0.07331346079088244
FE,29.510000228881836,41.59000015258789,41.56999969482422,-0.04808958328995671
EOG,49.86000061035156,105.62999725341797,105.62999725341797,0.0
AFL,43.189998626708984,64.05999755859375,64.05999755859375,0.0
WFC,29.700000762939453,58.060001373291016,58.060001373291016,0.0
NI,21.260000228881836,28.329999923706055,28.329999923706055,0.0
NTRS,89.19000244140625,133.6199951171875,133.6199951171875,0.0
COP,39.56999969482422,86.73999786376953,86.73999786376953,0.0
CVX,84.44999694824219,128.9600067138672,128.9600067138672,0.0
CVS,68.12999725341797,106.22000122070312,106.22000122070312,0.0
XOM,41.220001220703125,71.87000274658203,71.87000274658203,0.0
DVN,15.8100004196167,50.38999938964844,50.38999938964844,0.0
ADM,49.58000183105469,71.55000305175781,71.55000305175781,0.0
USB,42.75,63.25,63.25,0.0
VLO,55.72999954223633,85.19999694824219,85.19999694824219,0.0
CMA,55.5,101.23999786376953,101.23999786376953,0.0
PEP,128.8300018310547,175.63999938964844,175.63999938964844,0.0
F,8.520000457763672,25.190000534057617,25.190000534057617,0.0
BKR,19.510000228881836,27.459999084472656,27.459999084472656,0.0
RTX,65.5,92.33000183105469,92.33000183105469,0.0
ZION,42.93000030517578,70.6500015258789,70.6500015258789,0.0
KEY,16.290000915527344,27.010000228881836,27.010000228881836,0.0
APA,14.1899995803833,33.290000915527344,33.290000915527344,0.0
KLAC,258.9100036621094,445.0,445.0,0.0
RF,15.949999809265137,25.40999984741211,25.40999984741211,0.0
RE,211.0800018310547,290.29998779296875,290.29998779296875,0.0
KO,48.150001525878906,61.38999938964844,61.38999938964844,0.0
L,44.400001525878906,61.630001068115234,61.630001068115234,0.0
PXD,113.4800033569336,215.6999969482422,215.6999969482422,0.0
PBCT,12.869999885559082,21.420000076293945,21.420000076293945,0.0
LRCX,472.2699890136719,729.8200073242188,729.8200073242188,0.0
PRU,76.4000015258789,117.4000015258789,117.4000015258789,0.0
MCK,169.52000427246094,256.5199890136719,256.5199890136719,0.0
MDLZ,52.939998626708984,68.0999984741211,68.0999984741211,0.0
MET,46.08000183105469,68.37000274658203,68.37000274658203,0.0
PFG,48.310001373291016,76.81999969482422,76.81999969482422,0.0
MOS,23.010000228881836,43.22999954223633,43.22999954223633,0.0
SCHW,51.540000915527344,95.52999877929688,95.52999877929688,0.0
MRO,6.670000076293945,19.469999313354492,19.469999313354492,0.0
SJM,111.2300033569336,145.14999389648438,145.14999389648438,0.0
SLB,21.809999465942383,37.810001373291016,37.810001373291016,0.0
FANG,48.400001525878906,129.2100067138672,129.2100067138672,0.0
TSN,63.45000076293945,93.76000213623047,93.76000213623047,0.0
FITB,27.229999542236328,50.45000076293945,50.45000076293945,0.0
CHD,77.91999816894531,104.22000122070312,104.22000122070312,0.0
GD,145.94000244140625,213.10000610351562,213.10000610351562,0.0
AMAT,86.30000305175781,167.0,167.0,0.0
GIS,54.369998931884766,69.9000015258789,69.9000015258789,0.0
MU,66.37999725341797,97.36000061035156,97.36000061035156,0.0
CFG,35.209999084472656,56.349998474121094,56.349998474121094,0.0
AIG,37.130001068115234,61.90999984741211,61.90999984741211,0.0
TFC,47.18000030517578,67.41000366210938,67.41000366210938,0.0
HAL,17.280000686645508,28.739999771118164,28.739999771118164,0.0
MTB,126.81999969482422,185.33999633789062,185.33999633789062,0.0
HBAN,12.5600004196167,17.6299991607666,17.6299991607666,0.0
HES,52.790000915527344,91.77999877929688,91.77999877929688,0.0
OXY,17.309999465942383,35.5099983215332,35.5099983215332,0.0
STT,70.0,103.7699966430664,103.7699966430664,0.0
HPE,11.569999694824219,17.559999465942383,17.559999465942383,0.0
SO,56.720001220703125,68.66000366210938,68.66000366210938,0.0
HSY,144.3699951171875,199.52999877929688,199.52999877929688,0.0
MPC,40.75,74.73999786376953,74.73999786376953,0.0
AMP,187.00999450683594,328.5799865722656,328.5799865722656,0.0
BF.B,,,,
BRK.B,,,,
